year,month,day,tavg,tmin,tmax,rain,sunshine,snow
2013,1,1,-3.8,-9.3,3.2,8.5,2.5,
2013,1,2,-8.5,-16.2,-1.1,1.5,5.6,
2013,1,3,-12.3,-18.6,-5.7,,8.6,
2013,1,4,-12.5,-19.4,-2.7,,8.7,
2013,1,5,-8.9,-17.4,0.5,,6.9,
2013,1,6,-6.2,-12.5,1.3,,7.2,
2013,1,7,-6.2,-12.8,2.3,,7.7,
2013,1,8,-5.0,-11.6,2.9,,7.7,
2013,1,9,-7.2,-13.4,-2.3,,8.3,
2013,1,10,-9.5,-15.4,-0.5,,8.8,
2013,1,11,-6.6,-15.0,1.8,,7.0,
2013,1,12,-2.4,-8.1,6.0,,4.6,
2013,1,13,-0.9,-6.4,3.6,,0.0,
2013,1,14,-2.0,-9.2,5.0,,3.2,
2013,1,15,-3.8,-9.8,3.4,,6.6,
2013,1,16,-2.2,-8.0,1.2,0.2,0.1,
2013,1,17,-4.0,-9.6,-1.0,,3.6,
2013,1,18,-5.3,-12.8,2.3,,8.6,
2013,1,19,-1.4,-6.5,5.8,,3.5,
2013,1,20,0.8,-5.7,6.2,,3.4,
2013,1,21,3.3,2.3,3.9,33.0,0.0,
2013,1,22,3.3,2.1,4.9,,0.0,
2013,1,23,1.8,-0.1,3.2,1.5,0.0,
2013,1,24,-0.3,-3.4,3.4,0.5,0.0,
2013,1,25,-5.1,-7.8,-2.2,,8.8,
2013,1,26,-6.0,-10.5,-1.2,,9.0,
2013,1,27,-6.0,-10.1,-0.3,0.1,5.4,
2013,1,28,-3.0,-10.8,3.8,,5.6,
2013,1,29,0.2,-4.6,6.9,,0.0,
2013,1,30,1.9,-3.8,11.2,,4.4,
2013,1,31,4.9,-2.2,12.7,0.1,3.9,
