year,month,day,tavg,tmin,tmax,rain,sunshine,snow
1991,11,1,8.7,2.4,17.1,,7.1,
1991,11,2,9.7,4.3,16.3,,3.7,
1991,11,3,10.0,1.7,14.7,,3.2,
1991,11,4,3.4,-2.6,10.0,,8.1,
1991,11,5,6.5,-0.7,15.7,,6.2,
1991,11,6,9.2,2.7,17.7,,8.3,
1991,11,7,8.8,3.2,12.8,12.2,0.0,
1991,11,8,7.2,1.7,11.0,,9.0,
1991,11,9,4.8,-1.7,10.7,2.5,4.4,
1991,11,10,5.1,2.1,8.4,0.2,8.2,
1991,11,11,3.1,0.0,7.6,,7.7,
1991,11,12,4.9,0.7,9.8,0.0,2.9,
1991,11,13,6.6,1.2,13.3,,8.0,
1991,11,14,3.2,-2.0,9.0,,8.8,
1991,11,15,2.3,-3.9,9.7,,8.3,
1991,11,16,4.4,-3.2,12.0,0.0,7.2,
1991,11,17,4.9,1.3,11.1,,7.1,
1991,11,18,4.1,-1.6,10.0,0.0,1.0,
1991,11,19,7.2,3.5,11.5,7.7,3.8,
1991,11,20,3.8,-0.8,9.5,,7.7,
1991,11,21,6.5,2.1,13.2,,4.2,
1991,11,22,7.3,2.2,12.3,1.5,0.0,
1991,11,23,9.2,2.8,12.9,1.1,5.9,
1991,11,24,1.5,-1.9,5.2,,8.4,
1991,11,25,0.1,-6.4,8.0,,7.1,
1991,11,26,2.1,-3.3,10.6,,7.1,
1991,11,27,3.6,-1.9,11.3,,6.0,
1991,11,28,4.8,1.4,11.0,,3.0,
1991,11,29,4.8,0.1,11.5,,4.8,
1991,11,30,4.5,-0.2,10.7,,5.5,
