year,month,day,tavg,tmin,tmax,rain,sunshine,snow
2011,6,1,16.8,13.9,19.8,1.5,0.3,
2011,6,2,15.2,13.3,18.4,,5.7,
2011,6,3,17.6,13.1,21.1,,8.6,
2011,6,4,17.1,16.4,19.1,0.0,0.0,
2011,6,5,18.7,14.8,23.8,0.2,9.7,
2011,6,6,17.4,13.2,24.6,,8.7,
2011,6,7,18.2,13.3,22.9,,10.3,
2011,6,8,19.1,14.5,24.8,0.0,10.5,
2011,6,9,18.7,17.2,21.6,,0.0,
2011,6,10,21.0,17.5,23.1,0.0,0.0,
2011,6,11,22.1,16.6,28.0,,11.5,
2011,6,12,20.7,16.8,26.8,,11.0,
2011,6,13,17.5,15.3,20.4,0.2,7.4,
2011,6,14,18.5,14.5,24.7,,8.9,
2011,6,15,19.9,15.9,24.5,,8.0,
2011,6,16,23.5,17.6,30.4,,11.8,
2011,6,17,20.7,16.2,25.0,0.1,7.9,
2011,6,18,22.4,17.3,27.7,0.0,5.6,
2011,6,19,23.1,17.5,30.0,,11.2,
2011,6,20,20.9,17.1,27.1,,10.9,
2011,6,21,21.9,18.4,27.7,,9.9,
2011,6,22,22.7,20.3,26.6,7.0,1.3,
2011,6,23,22.8,20.9,24.9,14.5,0.0,
2011,6,24,20.2,18.7,21.4,196.5,0.0,
2011,6,25,22.3,20.5,24.6,45.0,0.0,
2011,6,26,22.5,19.6,25.6,8.5,0.6,
2011,6,27,19.8,18.5,21.4,16.0,0.0,
2011,6,28,23.5,17.6,28.4,2.0,10.6,
2011,6,29,24.6,21.4,27.7,26.0,0.1,
2011,6,30,25.6,22.6,28.4,0.5,0.6,
