year,month,day,tavg,tmin,tmax,rain,sunshine,snow
2006,2,1,0.6,-1.8,2.8,7.5,2.1,2.1
2006,2,2,-0.5,-5.0,3.6,,8.4,
2006,2,3,-9.0,-11.9,-2.3,,8.2,
2006,2,4,-5.3,-11.3,-0.4,,8.6,
2006,2,5,-4.0,-10.4,0.7,,7.7,
2006,2,6,-1.0,-4.5,1.4,0.1,2.9,0.1
2006,2,7,-0.5,-2.0,1.3,6.1,0.9,5.8
2006,2,8,-3.6,-6.1,-0.7,,3.4,
2006,2,9,-1.2,-7.6,3.3,,8.6,
2006,2,10,2.3,-0.3,4.8,,7.4,
2006,2,11,0.7,-3.1,4.7,0.6,5.4,0.8
2006,2,12,0.8,-5.2,7.0,,8.4,
2006,2,13,8.4,3.3,14.4,,8.4,
2006,2,14,10.0,7.6,16.1,0.0,2.9,
2006,2,15,4.3,0.2,8.6,,0.0,
2006,2,16,3.8,-1.1,10.9,,6.4,
2006,2,17,-2.0,-5.0,1.5,,8.2,
2006,2,18,2.7,-2.7,6.7,,8.7,
2006,2,19,5.2,0.6,10.1,,8.0,
2006,2,20,6.6,0.2,11.9,,8.6,
2006,2,21,6.0,-0.8,10.7,,7.9,
2006,2,22,5.7,0.4,11.0,,2.9,
2006,2,23,3.9,-1.2,8.7,,8.3,
2006,2,24,2.4,-0.7,6.3,,8.7,
2006,2,25,2.3,-1.6,6.0,,5.0,
2006,2,26,3.8,-0.8,10.0,,6.9,
2006,2,27,-0.4,-4.3,3.2,,8.1,
2006,2,28,0.4,-0.9,1.2,4.0,0.0,4.8
