year,month,day,tavg,tmin,tmax,rain,sunshine,snow
2020,4,1,8.9,4.8,14.2,8.2,0.5,
2020,4,2,10.3,2.8,14.7,,11.3,
2020,4,3,13.6,9.3,18.2,,11.4,
2020,4,4,9.0,5.6,13.9,,6.7,
2020,4,5,6.7,1.5,10.6,,11.4,
2020,4,6,9.7,2.9,13.5,,10.7,
2020,4,7,12.6,9.9,18.3,,9.9,
2020,4,8,8.0,4.5,10.6,2.4,8.1,
2020,4,9,7.9,2.2,11.8,0.0,6.9,
2020,4,10,8.1,3.0,12.5,,9.8,
2020,4,11,10.3,5.3,14.3,,8.4,
2020,4,12,7.9,5.2,10.1,14.8,0.8,
2020,4,13,9.0,5.7,12.9,0.0,10.0,
2020,4,14,14.9,6.2,21.1,,11.6,
2020,4,15,13.2,9.4,19.7,,10.9,
2020,4,16,10.3,7.4,13.8,,9.4,
2020,4,17,11.2,6.9,16.5,0.3,3.2,
2020,4,18,10.3,7.2,14.1,0.3,4.1,
2020,4,19,9.9,6.8,12.8,17.0,0.0,
2020,4,20,11.7,8.1,16.5,7.2,6.2,
2020,4,21,8.9,5.3,14.3,,9.7,
2020,4,22,7.9,4.2,12.6,,12.1,
2020,4,23,8.5,5.1,15.0,,10.7,
2020,4,24,12.1,6.3,17.1,,11.5,
2020,4,25,16.2,10.2,22.8,,11.0,
2020,4,26,9.6,6.2,12.7,0.3,5.1,
2020,4,27,9.6,5.2,13.6,0.4,7.2,
2020,4,28,15.8,7.4,21.4,,12.2,
2020,4,29,16.4,13.1,20.0,,12.2,
2020,4,30,19.5,12.3,25.3,,10.6,
