year,month,day,tavg,tmin,tmax,rain,sunshine,snow
2018,6,1,22.6,18.2,27.2,,13.6,
2018,6,2,25.9,19.1,30.3,,13.4,
2018,6,3,24.6,21.0,29.7,,13.8,
2018,6,4,24.3,18.8,28.1,,7.4,
2018,6,5,23.8,20.2,28.0,0.0,9.3,
2018,6,6,24.5,19.4,28.9,,12.9,
2018,6,7,25.7,21.9,29.6,,11.7,
2018,6,8,22.0,17.2,25.8,,10.1,
2018,6,9,17.0,16.3,18.7,0.1,0.5,
2018,6,10,16.0,14.8,17.9,1.1,0.0,
2018,6,11,15.3,14.0,16.5,0.0,0.0,
2018,6,12,15.8,12.8,19.1,,9.4,
2018,6,13,16.6,14.1,19.3,0.0,1.0,
2018,6,14,17.6,16.4,19.2,0.0,0.2,
2018,6,15,16.7,14.5,19.2,,3.8,
2018,6,16,16.4,13.7,19.6,,7.3,
2018,6,17,19.3,12.6,25.7,,8.0,
2018,6,18,20.4,16.4,25.1,,10.8,
2018,6,19,22.1,16.7,26.3,,1.1,
2018,6,20,21.2,17.5,28.0,,13.0,
2018,6,21,22.1,17.3,28.6,,14.1,
2018,6,22,26.0,17.9,31.3,,13.8,
2018,6,23,26.9,22.3,31.1,,8.8,
2018,6,24,28.3,22.0,33.6,,13.1,
2018,6,25,23.1,20.2,27.7,,8.1,
2018,6,26,20.1,18.1,26.8,29.7,0.1,
2018,6,27,23.2,18.3,31.4,,8.3,
2018,6,28,23.5,19.0,28.8,13.8,3.3,
2018,6,29,23.6,19.1,28.1,,12.4,
2018,6,30,22.2,20.5,25.8,0.0,0.9,
