year,month,day,tavg,tmin,tmax,rain,sunshine,snow
1999,6,1,19.6,17.3,21.6,,4.3,
1999,6,2,18.2,15.7,21.7,1.9,0.8,
1999,6,3,17.1,15.6,19.7,0.2,0.0,
1999,6,4,17.2,15.8,20.3,0.0,0.0,
1999,6,5,17.7,15.4,22.5,,6.5,
1999,6,6,16.8,15.6,19.8,,1.6,
1999,6,7,17.9,15.1,22.8,0.9,11.9,
1999,6,8,18.5,15.1,23.1,0.0,10.9,
1999,6,9,17.6,14.7,21.8,,12.5,
1999,6,10,18.2,15.2,21.3,0.4,12.1,
1999,6,11,21.1,15.3,25.7,1.7,11.9,
1999,6,12,23.3,19.6,27.8,,11.7,
1999,6,13,22.2,19.1,25.9,,12.0,
1999,6,14,22.0,20.4,24.1,,12.8,
1999,6,15,23.3,21.2,26.4,,6.8,
1999,6,16,20.0,15.7,24.7,33.2,0.0,
1999,6,17,16.5,15.2,18.3,2.9,0.0,
1999,6,18,17.2,16.1,19.6,0.0,0.3,
1999,6,19,18.1,15.6,22.5,,12.4,
1999,6,20,18.6,15.8,21.9,,10.3,
1999,6,21,19.0,16.5,22.5,,10.2,
1999,6,22,19.1,16.9,22.9,,6.3,
1999,6,23,18.9,17.0,20.5,76.4,0.0,
1999,6,24,19.2,16.8,22.9,1.1,9.5,
1999,6,25,21.9,18.0,25.9,,10.8,
1999,6,26,21.2,18.5,25.0,,9.0,
1999,6,27,20.8,18.5,23.4,,12.8,
1999,6,28,19.9,18.8,22.2,,0.0,
1999,6,29,19.6,18.3,22.1,,1.2,
1999,6,30,19.3,17.7,23.4,0.0,5.0,
