year,month,day,tavg,tmin,tmax,rain,sunshine,snow
1981,6,1,16.8,9.8,24.0,,12.0,
1981,6,2,17.9,9.8,26.4,,11.9,
1981,6,3,17.7,11.5,23.4,,1.0,
1981,6,4,20.0,12.5,27.7,,10.2,
1981,6,5,19.7,11.1,28.5,,12.3,
1981,6,6,21.5,12.6,30.5,,12.2,
1981,6,7,21.8,13.6,29.9,,11.9,
1981,6,8,22.6,14.1,30.5,,4.7,
1981,6,9,22.1,18.5,29.0,1.3,1.3,
1981,6,10,20.3,17.2,25.3,9.3,0.0,
1981,6,11,18.8,17.6,21.0,16.6,0.0,
1981,6,12,20.7,16.6,25.9,2.9,4.3,
1981,6,13,22.2,18.3,28.1,,9.5,
1981,6,14,22.2,15.7,29.5,,11.6,
1981,6,15,22.7,15.0,30.4,,12.1,
1981,6,16,24.6,17.8,32.4,,10.1,
1981,6,17,25.2,18.5,31.8,,9.8,
1981,6,18,24.2,20.7,29.4,,1.0,
1981,6,19,24.1,21.6,28.4,3.3,0.5,
1981,6,20,24.9,21.8,30.2,4.8,3.5,
1981,6,21,26.6,24.7,30.2,3.8,1.1,
1981,6,22,24.7,20.9,27.7,22.0,0.4,
1981,6,23,22.6,18.0,28.3,,10.2,
1981,6,24,20.7,16.9,24.0,2.0,2.0,
1981,6,25,18.7,16.4,21.4,22.7,0.0,
1981,6,26,22.2,20.0,25.0,0.8,0.0,
1981,6,27,24.3,21.0,29.8,0.8,2.4,
1981,6,28,23.6,21.2,24.9,1.1,0.0,
1981,6,29,23.4,20.2,28.9,3.7,5.0,
1981,6,30,24.0,21.4,26.6,0.6,0.2,
