year,month,day,tavg,tmin,tmax,rain,sunshine,snow
1997,12,1,-1.1,-6.2,3.1,,0.0,
1997,12,2,-6.6,-9.0,-2.9,,7.9,
1997,12,3,-7.0,-11.0,-3.5,,8.3,
1997,12,4,-0.9,-6.8,5.2,,5.9,
1997,12,5,3.8,-1.7,9.5,,7.3,
1997,12,6,5.8,3.2,7.6,17.5,0.0,
1997,12,7,6.1,5.0,8.0,8.2,0.0,
1997,12,8,1.5,-1.6,5.4,4.9,0.5,
1997,12,9,-4.5,-7.9,-1.6,0.0,7.1,
1997,12,10,-7.4,-11.3,-3.8,0.0,8.1,
1997,12,11,-4.6,-7.4,-2.4,2.8,7.0,4.8
1997,12,12,-3.5,-8.2,0.5,0.0,3.2,0.0
1997,12,13,-1.2,-5.4,3.1,,5.9,
1997,12,14,1.7,-2.0,5.3,4.3,0.0,
1997,12,15,2.8,-0.3,6.8,,8.0,
1997,12,16,2.1,-1.8,6.0,,5.2,
1997,12,17,4.8,1.6,7.5,,1.7,
1997,12,18,7.7,5.4,9.2,0.0,0.0,
1997,12,19,9.9,7.4,12.8,,1.8,
1997,12,20,6.3,3.6,9.7,,5.0,
1997,12,21,6.0,1.5,11.0,,5.7,
1997,12,22,6.2,3.9,10.3,,4.4,
1997,12,23,6.4,3.2,11.7,,7.3,
1997,12,24,5.1,1.9,9.8,,7.8,
1997,12,25,4.8,0.4,10.6,,7.9,
1997,12,26,4.6,-0.2,10.6,,6.8,
1997,12,27,4.3,0.8,7.9,0.4,2.5,
1997,12,28,0.7,-2.2,5.1,,8.0,
1997,12,29,-0.6,-4.2,2.8,,3.0,
1997,12,30,1.1,-1.9,6.1,,0.5,
1997,12,31,1.1,-3.9,5.7,,8.2,
