year,month,day,tavg,tmin,tmax,rain,sunshine,snow
1976,1,1,-3.3,-11.8,6.4,,2.7,
1976,1,2,1.2,-3.4,9.1,,6.9,
1976,1,3,-1.3,-7.3,6.1,,2.6,
1976,1,4,2.3,-0.6,7.1,0.9,1.8,1.0
1976,1,5,-3.1,-6.7,0.6,0.0,2.9,
1976,1,6,-7.0,-9.9,-2.3,,8.1,
1976,1,7,-0.3,-6.7,4.6,,0.5,
1976,1,8,-1.5,-6.6,4.3,0.5,5.4,
1976,1,9,-7.8,-10.1,-2.9,,5.6,
1976,1,10,-9.8,-13.7,-5.5,,6.9,
1976,1,11,-9.4,-15.7,-4.6,0.0,5.7,
1976,1,12,-9.9,-16.5,-1.5,,7.6,
1976,1,13,-4.2,-12.8,1.0,1.6,1.5,0.5
1976,1,14,-5.8,-11.4,1.1,,7.8,
1976,1,15,-9.8,-17.0,-0.3,,7.2,
1976,1,16,-7.5,-15.8,-1.0,1.0,0.0,0.5
1976,1,17,-2.2,-7.4,0.9,,7.6,
1976,1,18,-7.5,-11.6,-2.2,,8.3,
1976,1,19,-10.8,-14.9,-6.1,,7.6,
1976,1,20,-13.4,-19.8,-7.2,,6.3,
1976,1,21,-12.3,-19.2,-6.2,0.0,8.3,
1976,1,22,-10.8,-15.0,-6.2,0.8,8.3,3.0
1976,1,23,-12.0,-15.8,-6.3,,8.4,
1976,1,24,-9.6,-19.6,-0.1,0.0,7.8,
1976,1,25,-2.8,-8.3,3.8,0.0,5.8,
1976,1,26,-5.8,-11.6,0.9,,7.6,
1976,1,27,-8.1,-15.7,1.7,,7.5,
1976,1,28,-6.0,-12.2,4.0,,2.2,
1976,1,29,-3.0,-8.2,1.7,0.2,5.8,0.5
1976,1,30,-6.2,-14.2,1.4,,7.8,
1976,1,31,-1.5,-5.4,6.1,,7.9,
