year,month,day,tavg,tmin,tmax,rain,sunshine,snow
1981,2,1,0.4,-4.0,5.4,,6.0,
1981,2,2,-2.6,-9.3,4.5,,8.2,
1981,2,3,-2.9,-7.1,0.2,,8.5,
1981,2,4,-4.5,-10.2,2.6,,8.8,
1981,2,5,-4.4,-11.7,4.6,,8.6,
1981,2,6,-2.7,-7.7,3.7,,6.0,
1981,2,7,-0.5,-4.6,4.0,,8.8,
1981,2,8,1.3,-2.8,7.1,,4.2,
1981,2,9,1.0,-2.2,6.8,0.9,7.2,2.0
1981,2,10,1.5,-1.6,6.0,0.0,8.7,
1981,2,11,0.4,-5.4,6.8,,9.0,
1981,2,12,-1.5,-6.8,2.9,,0.0,
1981,2,13,2.8,-0.5,7.9,,0.4,
1981,2,14,3.2,-3.0,12.2,,4.5,
1981,2,15,3.5,-3.0,13.4,,6.2,
1981,2,16,1.6,-0.2,4.2,22.9,0.0,0.5
1981,2,17,1.1,-2.0,3.9,0.8,5.2,0.2
1981,2,18,0.8,-3.5,5.7,,5.0,
1981,2,19,1.6,-2.0,6.2,,6.0,
1981,2,20,-0.2,-2.6,1.9,0.1,0.9,
1981,2,21,-0.6,-3.7,3.9,,8.8,
1981,2,22,0.7,-3.8,8.2,,5.7,
1981,2,23,3.1,-0.4,8.3,0.0,3.8,
1981,2,24,0.4,-6.0,3.1,0.4,6.0,
1981,2,25,-6.3,-9.8,-3.5,0.2,7.9,0.6
1981,2,26,-10.0,-13.5,-6.0,,9.4,
1981,2,27,-6.9,-12.0,-2.1,,9.6,
1981,2,28,-3.2,-8.9,3.2,,5.4,
