year,month,day,tavg,tmin,tmax,rain,sunshine,snow
1979,5,1,13.7,9.2,18.6,0.8,10.5,
1979,5,2,14.3,8.3,20.5,1.3,10.9,
1979,5,3,14.3,5.8,22.3,,11.2,
1979,5,4,15.9,7.4,26.1,,12.4,
1979,5,5,17.7,9.6,24.5,,11.9,
1979,5,6,18.6,15.0,24.4,10.4,5.0,
1979,5,7,17.3,16.0,18.4,32.3,0.0,
1979,5,8,18.0,14.9,22.1,,5.2,
1979,5,9,15.8,10.0,21.7,,6.4,
1979,5,10,14.2,8.6,21.3,0.0,8.9,
1979,5,11,15.0,8.8,22.9,,12.5,
1979,5,12,13.4,6.6,19.8,,9.8,
1979,5,13,13.1,12.6,14.6,38.2,0.0,
1979,5,14,15.9,11.4,22.4,2.1,9.4,
1979,5,15,14.4,10.7,18.0,0.1,0.0,
1979,5,16,14.7,10.0,20.0,2.3,9.4,
1979,5,17,12.8,9.0,18.3,6.9,10.3,
1979,5,18,14.2,9.1,20.5,,11.0,
1979,5,19,17.3,11.1,24.4,,10.9,
1979,5,20,18.4,11.4,27.6,,12.6,
1979,5,21,19.5,11.8,28.0,,13.1,
1979,5,22,19.4,12.4,28.1,,12.6,
1979,5,23,18.6,11.7,26.8,0.0,12.1,
1979,5,24,18.3,12.6,23.9,2.6,11.4,
1979,5,25,17.0,12.7,21.3,0.0,1.2,
1979,5,26,15.9,12.7,21.2,0.1,5.1,
1979,5,27,17.9,10.4,26.8,,13.0,
1979,5,28,19.7,11.8,29.4,,13.0,
1979,5,29,21.7,12.8,31.7,,12.8,
1979,5,30,21.6,14.4,30.3,,11.9,
1979,5,31,21.7,14.0,30.6,,12.6,
